VFID	query	vf_category
VF0334	VFG015502(gb|WP_011064262)	Effector delivery system
VF0334	VFG019982(gb|WP_015886545)	Effector delivery system
VF0334	VFG019984(gb|WP_015886546)	Effector delivery system
VF0334	VFG019986(gb|WP_015886547)	Effector delivery system
VF0334	VFG019987(gb|WP_004351957)	Effector delivery system
VF0334	VFG019988(gb|WP_015886548)	Effector delivery system
VF0334	VFG019989(gb|WP_012613435)	Effector delivery system
VF0334	VFG019990(gb|WP_015886549)	Effector delivery system
VF0334	VFG019992(gb|WP_015886550)	Effector delivery system
VF0334	VFG019993(gb|WP_024082388)	Effector delivery system
VF0334	VFG019994(gb|WP_015886551)	Effector delivery system
VF0334	VFG019995(gb|WP_012613437)	Effector delivery system
VF0334	VFG019996(gb|WP_015886552)	Effector delivery system
VF0334	VFG019998(gb|WP_015886553)	Effector delivery system
VF0334	VFG020000(gb|WP_015886554)	Effector delivery system
VF0334	VFG020001(gb|WP_012613438)	Effector delivery system
VF0334	VFG020002(gb|WP_015886555)	Effector delivery system
VF0334	VFG020003(gb|WP_003104975)	Effector delivery system
VF0334	VFG020004(gb|WP_015886556)	Effector delivery system
VF0334	VFG020006(gb|WP_010207547)	Effector delivery system
VF0334	VFG020007(gb|WP_003104973)	Effector delivery system
VF0334	VFG020008(gb|WP_015886557)	Effector delivery system
VF0334	VFG020010(gb|WP_015886558)	Effector delivery system
VF0334	VFG020013(gb|WP_005792513)	Effector delivery system
VF0334	VFG020015(gb|WP_015886559)	Effector delivery system
VF0334	VFG020017(gb|WP_015886560)	Effector delivery system
VF0334	VFG020018(gb|WP_012613439)	Effector delivery system
VF0334	VFG020019(gb|WP_015886561)	Effector delivery system
VF0334	VFG020020(gb|WP_003142374)	Effector delivery system
VF0334	VFG020021(gb|WP_015886562)	Effector delivery system
VF0334	VFG041010(gb|NP_248760)	Effector delivery system
VF0334	VFG041011(gb|NP_248785)	Effector delivery system
VF0334	VFG051804(gb|WP_011979145.1)	Effector delivery system
VF0334	VFG051809(gb|WP_003244989.1)	Effector delivery system
VF0906	VFG015059(gb|WP_011104759)	Biofilm
VF0906	VFG015060(gb|WP_011267135)	Biofilm
VF0906	VFG015061(gb|WP_004667792)	Biofilm
VF0906	VFG015062(gb|WP_011104760)	Biofilm
VF0906	VFG015063(gb|WP_011267134)	Biofilm
VF0906	VFG015064(gb|WP_011168127)	Biofilm
VF0907	VFG015065(gb|WP_011058401)	Biofilm
VF0907	VFG015066(gb|WP_041475091)	Biofilm
VF0907	VFG015599(gb|NP_064725)	Biofilm
VF0907	VFG015600(gb|WP_003150817)	Biofilm
VF0907	VFG015602(gb|WP_005768204)	Biofilm
VF0907	VFG015603(gb|WP_011266128)	Biofilm
VF0907	VFG015604(gb|WP_011167284)	Biofilm
VF0907	VFG015605(gb|WP_010951467)	Biofilm
VF0907	VFG015607(gb|WP_011531470)	Biofilm
VF0907	VFG015608(gb|WP_011920370)	Biofilm
VF0907	VFG015609(gb|WP_011911258)	Biofilm
VF0907	VFG015780(gb|WP_012269866)	Biofilm
VF0907	VFG015781(gb|WP_012312029)	Biofilm
VF0907	VFG019939(gb|WP_012613418)	Biofilm
VF0907	VFG019940(gb|WP_012721457)	Biofilm
VF0908	VFG015067(gb|NP_249619)	Regulation
VF0908	VFG015068(gb|WP_003156446)	Regulation
VF0908	VFG015070(gb|WP_011103673)	Regulation
VF0908	VFG015071(gb|WP_011268595)	Regulation
VF0908	VFG015072(gb|WP_011169248)	Regulation
VF0908	VFG015073(gb|WP_010952710)	Regulation
VF0908	VFG015074(gb|WP_012053464)	Regulation
VF0908	VFG015075(gb|WP_011532652)	Regulation
VF0908	VFG015076(gb|WP_011062714)	Regulation
VF0908	VFG015077(gb|WP_041475601)	Regulation
VF0908	VFG015078(gb|WP_012018243)	Regulation
VF0908	VFG015079(gb|WP_185745811)	Regulation
VF0908	VFG015080(gb|NP_251276)	Regulation
VF0908	VFG015083(gb|WP_005737926)	Regulation
VF0908	VFG015084(gb|WP_002553344)	Regulation
VF0908	VFG015085(gb|WP_011168507)	Regulation
VF0908	VFG015086(gb|WP_003251380)	Regulation
VF0908	VFG015088(gb|WP_011534583)	Regulation
VF0908	VFG015089(gb|WP_011061841)	Regulation
VF0908	VFG015090(gb|WP_041475303)	Regulation
VF0908	VFG015091(gb|WP_003240627)	Regulation
VF0908	VFG015092(gb|WP_041755484)	Regulation
VF0908	VFG015782(gb|WP_012270935)	Regulation
VF0908	VFG015783(gb|WP_012313127)	Regulation
VF0908	VFG015785(gb|WP_012315215)	Regulation
VF0908	VFG019942(gb|WP_012724914)	Regulation
VF0908	VFG019944(gb|WP_003190387)	Regulation
VF0909	VFG015171(gb|WP_011103533)	Effector delivery system
VF0909	VFG015172(gb|WP_011266877)	Effector delivery system
VF0909	VFG015173(gb|WP_011167989)	Effector delivery system
VF0909	VFG015174(gb|WP_005763906)	Effector delivery system
VF0909	VFG015175(gb|WP_011266878)	Effector delivery system
VF0909	VFG015176(gb|WP_004656195)	Effector delivery system
VF0909	VFG015177(gb|WP_005763898)	Effector delivery system
VF0909	VFG015178(gb|WP_003314135)	Effector delivery system
VF0909	VFG015179(gb|WP_002552402)	Effector delivery system
VF0909	VFG015180(gb|WP_005763897)	Effector delivery system
VF0909	VFG015181(gb|WP_011266880)	Effector delivery system
VF0909	VFG015182(gb|WP_004656206)	Effector delivery system
VF0909	VFG015183(gb|WP_005763896)	Effector delivery system
VF0909	VFG015184(gb|WP_011266881)	Effector delivery system
VF0909	VFG015185(gb|WP_004656207)	Effector delivery system
VF0909	VFG015186(gb|WP_007244829)	Effector delivery system
VF0909	VFG015187(gb|WP_011266882)	Effector delivery system
VF0909	VFG015188(gb|WP_002552405)	Effector delivery system
VF0909	VFG015189(gb|WP_003375722)	Effector delivery system
VF0909	VFG015190(gb|WP_173427831)	Effector delivery system
VF0909	VFG015191(gb|WP_002552406)	Effector delivery system
VF0909	VFG015192(gb|WP_005763889)	Effector delivery system
VF0909	VFG015193(gb|WP_004418828)	Effector delivery system
VF0909	VFG015194(gb|WP_004656218)	Effector delivery system
VF0909	VFG015195(gb|WP_007244827)	Effector delivery system
VF0909	VFG015196(gb|WP_011266883)	Effector delivery system
VF0909	VFG015197(gb|WP_004656220)	Effector delivery system
VF0909	VFG015198(gb|WP_005763882)	Effector delivery system
VF0909	VFG015199(gb|WP_011266884)	Effector delivery system
VF0909	VFG015200(gb|WP_007244826)	Effector delivery system
VF0909	VFG015201(gb|WP_003339817)	Effector delivery system
VF0909	VFG015202(gb|WP_002552410)	Effector delivery system
VF0909	VFG015203(gb|WP_003375716)	Effector delivery system
VF0909	VFG015204(gb|WP_004406538)	Effector delivery system
VF0909	VFG015205(gb|WP_004666089)	Effector delivery system
VF0909	VFG015206(gb|WP_005763879)	Effector delivery system
VF0909	VFG015207(gb|WP_003339813)	Effector delivery system
VF0909	VFG015208(gb|WP_004656223)	Effector delivery system
VF0909	VFG015209(gb|WP_003375712)	Effector delivery system
VF0909	VFG015210(gb|WP_004406535)	Effector delivery system
VF0909	VFG015211(gb|WP_002552413)	Effector delivery system
VF0909	VFG015212(gb|WP_003375709)	Effector delivery system
VF0909	VFG015213(gb|WP_004406534)	Effector delivery system
VF0909	VFG015214(gb|WP_002552414)	Effector delivery system
VF0909	VFG015215(gb|WP_005763877)	Effector delivery system
VF0909	VFG015216(gb|WP_011266887)	Effector delivery system
VF0909	VFG015217(gb|WP_004666088)	Effector delivery system
VF0909	VFG015218(gb|WP_011103535)	Effector delivery system
VF0909	VFG015219(gb|WP_011266888)	Effector delivery system
VF0909	VFG015220(gb|WP_011167994)	Effector delivery system
VF0909	VFG015221(gb|WP_011103536)	Effector delivery system
VF0909	VFG015222(gb|WP_011266889)	Effector delivery system
VF0909	VFG015223(gb|WP_004656231)	Effector delivery system
VF0909	VFG015224(gb|WP_011103537)	Effector delivery system
VF0909	VFG015225(gb|WP_011266890)	Effector delivery system
VF0909	VFG015226(gb|WP_004656232)	Effector delivery system
VF0909	VFG015227(gb|WP_005763862)	Effector delivery system
VF0909	VFG015228(gb|WP_011266891)	Effector delivery system
VF0909	VFG015229(gb|WP_004666087)	Effector delivery system
VF0909	VFG015230(gb|WP_005763855)	Effector delivery system
VF0909	VFG015231(gb|WP_011266892)	Effector delivery system
VF0909	VFG015232(gb|WP_011167995)	Effector delivery system
VF0909	VFG015233(gb|WP_007244820)	Effector delivery system
VF0909	VFG015234(gb|WP_011266893)	Effector delivery system
VF0909	VFG015235(gb|WP_004666085)	Effector delivery system
VF0909	VFG015236(gb|WP_005615731)	Effector delivery system
VF0909	VFG015237(gb|WP_024651710)	Effector delivery system
VF0909	VFG015238(gb|WP_004666084)	Effector delivery system
VF0909	VFG015239(gb|WP_011103538)	Effector delivery system
VF0909	VFG015240(gb|WP_011266895)	Effector delivery system
VF0909	VFG015241(gb|WP_004656240)	Effector delivery system
VF0909	VFG015242(gb|WP_011103165)	Effector delivery system
VF0909	VFG015243(gb|WP_011169152)	Effector delivery system
VF0909	VFG015244(gb|WP_005736349)	Effector delivery system
VF0909	VFG015245(gb|WP_011103530)	Effector delivery system
VF0909	VFG015246(gb|WP_011266873)	Effector delivery system
VF0909	VFG015247(gb|WP_011167986)	Effector delivery system
VF0909	VFG015248(gb|WP_005763915)	Effector delivery system
VF0909	VFG015249(gb|WP_011266875)	Effector delivery system
VF0909	VFG015250(gb|WP_004656187)	Effector delivery system
VF0909	VFG015251(gb|WP_007243769)	Effector delivery system
VF0909	VFG015252(gb|WP_005770157)	Effector delivery system
VF0909	VFG015253(gb|WP_005888837)	Effector delivery system
VF0909	VFG015254(gb|WP_041924531)	Effector delivery system
VF0909	VFG015255(gb|WP_161797794)	Effector delivery system
VF0909	VFG041913(gb|WP_005763910)	Effector delivery system
VF0910	VFG015256(gb|WP_005763904)	Effector delivery system
VF0910	VFG015257(gb|WP_003314134)	Effector delivery system
VF0910	VFG015258(gb|WP_011167990)	Effector delivery system
VF0910	VFG015259(gb|WP_011103539)	Effector delivery system
VF0910	VFG015260(gb|WP_162885235)	Effector delivery system
VF0910	VFG015261(gb|WP_004656243)	Effector delivery system
VF0910	VFG015262(gb|WP_005763926)	Effector delivery system
VF0910	VFG015263(gb|WP_011266872)	Effector delivery system
VF0910	VFG015264(gb|WP_011167985)	Effector delivery system
VF0910	VFG015265(gb|WP_005763902)	Effector delivery system
VF0910	VFG015266(gb|WP_011266879)	Effector delivery system
VF0910	VFG015267(gb|WP_011167991)	Effector delivery system
VF0910	VFG015268(gb|WP_032640670)	Effector delivery system
VF0911	VFG015269(gb|WP_011266897)	Effector delivery system
VF0911	VFG015270(gb|WP_004665643)	Effector delivery system
VF0911	VFG015271(gb|WP_011167698)	Effector delivery system
VF0911	VFG015272(gb|WP_011103532)	Effector delivery system
VF0911	VFG015273(gb|WP_011266876)	Effector delivery system
VF0911	VFG015274(gb|WP_011167987)	Effector delivery system
VF0911	VFG015275(gb|WP_011104823)	Effector delivery system
VF0911	VFG015276(gb|WP_011269306)	Effector delivery system
VF0911	VFG015277(gb|WP_162886805)	Effector delivery system
VF0911	VFG015278(gb|WP_011105440)	Effector delivery system
VF0911	VFG015279(gb|WP_046463283)	Effector delivery system
VF0911	VFG015280(gb|WP_011103213)	Effector delivery system
VF0911	VFG015281(gb|WP_042913775)	Effector delivery system
VF0911	VFG015283(gb|WP_011104966)	Effector delivery system
VF0911	VFG015284(gb|WP_011103164)	Effector delivery system
VF0911	VFG015285(gb|WP_011169151)	Effector delivery system
VF0911	VFG015286(gb|WP_011105137)	Effector delivery system
VF0911	VFG015287(gb|WP_041924430)	Effector delivery system
VF0911	VFG015288(gb|WP_011103212)	Effector delivery system
VF0911	VFG015289(gb|WP_011267299)	Effector delivery system
VF0911	VFG015290(gb|WP_005763320)	Effector delivery system
VF0911	VFG015291(gb|WP_011268967)	Effector delivery system
VF0911	VFG015292(gb|WP_011169533)	Effector delivery system
VF0911	VFG015293(gb|WP_005768752)	Effector delivery system
VF0911	VFG015294(gb|WP_004406855)	Effector delivery system
VF0911	VFG015295(gb|WP_005733208)	Effector delivery system
VF0911	VFG015297(gb|WP_005771455)	Effector delivery system
VF0911	VFG015298(gb|WP_011267840)	Effector delivery system
VF0911	VFG015299(gb|WP_005763919)	Effector delivery system
VF0911	VFG015300(gb|WP_011266874)	Effector delivery system
VF0911	VFG015302(gb|WP_005763932)	Effector delivery system
VF0911	VFG015303(gb|WP_161797769)	Effector delivery system
VF0911	VFG015305(gb|WP_005769931)	Effector delivery system
VF0911	VFG015307(gb|WP_046463803)	Effector delivery system
VF0911	VFG015308(gb|WP_041924695)	Effector delivery system
VF0911	VFG015309(gb|WP_011105074)	Effector delivery system
VF0911	VFG015310(gb|WP_005771667)	Effector delivery system
VF0911	VFG015311(gb|WP_007243772)	Effector delivery system
VF0911	VFG015312(gb|WP_007243770)	Effector delivery system
VF0911	VFG015313(gb|WP_011103163)	Effector delivery system
VF0911	VFG015314(gb|WP_024691295)	Effector delivery system
VF0911	VFG015316(gb|WP_162885236)	Effector delivery system
VF0911	VFG015317(gb|WP_193383827)	Effector delivery system
VF0911	VFG015318(gb|WP_172679564)	Effector delivery system
VF0911	VFG015319(gb|WP_011266899)	Effector delivery system
VF0911	VFG015320(gb|WP_011266871)	Effector delivery system
VF0911	VFG015322(gb|WP_024667710)	Effector delivery system
VF0911	VFG015323(gb|WP_024691294)	Effector delivery system
VF0911	VFG015324(gb|WP_011269154)	Effector delivery system
VF0911	VFG015325(gb|WP_011104378)	Effector delivery system
VF0911	VFG015327(gb|WP_011266466)	Effector delivery system
VF0911	VFG015329(gb|WP_011105124)	Effector delivery system
VF0911	VFG015330(gb|WP_011268930)	Effector delivery system
VF0911	VFG015331(gb|WP_011169512)	Effector delivery system
VF0911	VFG015332(gb|WP_010202280)	Effector delivery system
VF0911	VFG015333(gb|WP_058822641)	Effector delivery system
VF0911	VFG015334(gb|WP_038820439)	Effector delivery system
VF0911	VFG015335(gb|WP_164920442)	Effector delivery system
VF0911	VFG015337(gb|WP_161797785)	Effector delivery system
VF0911	VFG015338(gb|WP_079998046)	Effector delivery system
VF0911	VFG015339(gb|WP_011268236)	Effector delivery system
VF0911	VFG015340(gb|WP_011168933)	Effector delivery system
VF0911	VFG015341(gb|WP_011104480)	Effector delivery system
VF0911	VFG015342(gb|WP_011104481)	Effector delivery system
VF0911	VFG015343(gb|WP_005769991)	Effector delivery system
VF0911	VFG015345(gb|WP_011103312)	Effector delivery system
VF0911	VFG015346(gb|WP_011167682)	Effector delivery system
VF0911	VFG015347(gb|WP_005763248)	Effector delivery system
VF0911	VFG015348(gb|WP_011268984)	Effector delivery system
VF0911	VFG015349(gb|WP_004667332)	Effector delivery system
VF0911	VFG015350(gb|WP_011104876)	Effector delivery system
VF0911	VFG015351(gb|WP_011268686)	Effector delivery system
VF0911	VFG015352(gb|WP_011168041)	Effector delivery system
VF0911	VFG015353(gb|WP_005770909)	Effector delivery system
VF0911	VFG015354(gb|WP_005765391)	Effector delivery system
VF0911	VFG015355(gb|WP_011266421)	Effector delivery system
VF0911	VFG015356(gb|WP_004666462)	Effector delivery system
VF0911	VFG015357(gb|WP_011105134)	Effector delivery system
VF0911	VFG015358(gb|WP_011267300)	Effector delivery system
VF0911	VFG015359(gb|WP_005906196)	Effector delivery system
VF0911	VFG015360(gb|WP_178114230)	Effector delivery system
VF0911	VFG016193(gb|WP_011282442)	Effector delivery system
VF0911	VFG016194(gb|WP_011282454)	Effector delivery system
VF0911	VFG016195(gb|WP_011282487)	Effector delivery system
VF0911	VFG016196(gb|WP_011282444)	Effector delivery system
VF0911	VFG016197(gb|WP_162273801)	Effector delivery system
VF0911	VFG016198(gb|WP_041924895)	Effector delivery system
VF0911	VFG016199(gb|WP_057443140)	Effector delivery system
VF0911	VFG016200(gb|WP_011282457)	Effector delivery system
VF0911	VFG016202(gb|WP_172456589)	Effector delivery system
VF0911	VFG016203(gb|WP_011282445)	Effector delivery system
VF0911	VFG016205(gb|WP_032704248)	Effector delivery system
VF0911	VFG016206(gb|WP_038820374)	Effector delivery system
VF0911	VFG016207(gb|WP_011282458)	Effector delivery system
VF0911	VFG042220(gb|AAA25727)	Effector delivery system
VF0911	VFG042221(gb|WP_007247258)	Effector delivery system
VF0911	VFG042222(gb|WP_010209602)	Effector delivery system
VF0911	VFG042223(gb|WP_007247525)	Effector delivery system
VF1351	VFG015405(gb|WP_011269333)	Effector delivery system
VF1351	VFG015406(gb|WP_011167349)	Effector delivery system
VF1351	VFG015419(gb|WP_003343637)	Effector delivery system
VF1351	VFG015420(gb|WP_005781681)	Effector delivery system
VF1351	VFG015457(gb|WP_049586088)	Effector delivery system
VF1351	VFG015458(gb|WP_012052417)	Effector delivery system
VF1351	VFG015468(gb|WP_003248355)	Effector delivery system
VF1351	VFG015475(gb|WP_003343627)	Effector delivery system
VF1351	VFG015476(gb|WP_002551423)	Effector delivery system
VF1351	VFG015477(gb|WP_010953993)	Effector delivery system
VF1351	VFG015478(gb|WP_012052410)	Effector delivery system
VF1351	VFG015484(gb|WP_011269329)	Effector delivery system
VF1351	VFG015485(gb|WP_002551422)	Effector delivery system
VF1351	VFG015486(gb|WP_003248350)	Effector delivery system
VF1351	VFG015487(gb|WP_012052411)	Effector delivery system
VF1351	VFG015493(gb|WP_011269330)	Effector delivery system
VF1351	VFG015494(gb|WP_011167352)	Effector delivery system
VF1351	VFG015495(gb|WP_049586082)	Effector delivery system
VF1351	VFG015496(gb|WP_012052412)	Effector delivery system
VF1351	VFG015789(gb|WP_012272404)	Effector delivery system
VF1351	VFG015790(gb|WP_012314363)	Effector delivery system
VF1351	VFG015792(gb|WP_012272410)	Effector delivery system
VF1351	VFG015795(gb|WP_012272409)	Effector delivery system
VF1351	VFG015798(gb|WP_012314358)	Effector delivery system
VF1351	VFG015799(gb|WP_012272399)	Effector delivery system
VF1351	VFG015800(gb|WP_012314368)	Effector delivery system
VF1351	VFG015801(gb|WP_012272400)	Effector delivery system
VF1351	VFG015802(gb|WP_012314367)	Effector delivery system
VF1351	VFG015803(gb|WP_012272401)	Effector delivery system
VF1351	VFG015804(gb|WP_012314366)	Effector delivery system
VF1351	VFG015805(gb|WP_012272402)	Effector delivery system
VF1351	VFG015806(gb|WP_012314365)	Effector delivery system
VF1351	VFG015807(gb|WP_012272393)	Effector delivery system
VF1351	VFG051838(gb|WP_012052418.1)	Effector delivery system
VF1351	VFG051840(gb|WP_010953986.1)	Effector delivery system
VF1351	VFG051841(gb|WP_012314357.1)	Effector delivery system
VF1351	VFG051842(gb|WP_041924379.1)	Effector delivery system
VF1351	VFG051843(gb|WP_003343647.1)	Effector delivery system
VF1351	VFG051848(gb|WP_002551414.1)	Effector delivery system
VF1351	VFG051849(gb|WP_003318810.1)	Effector delivery system
VF1351	VFG051850(gb|WP_012052416.1)	Effector delivery system
VF1351	VFG051851(gb|WP_012272408.1)	Effector delivery system
VF1351	VFG051852(gb|WP_010953988.1)	Effector delivery system
VF1351	VFG051853(gb|WP_012314359.1)	Effector delivery system
VF1351	VFG051856(gb|WP_012052415.1)	Effector delivery system
VF1351	VFG051857(gb|WP_012272407.1)	Effector delivery system
VF1351	VFG051858(gb|WP_049586086.1)	Effector delivery system
VF1351	VFG051859(gb|WP_012314360.1)	Effector delivery system
VF1351	VFG051860(gb|WP_004663091.1)	Effector delivery system
VF1351	VFG051861(gb|WP_003401903.1)	Effector delivery system
VF1351	VFG051862(gb|WP_012052413.1)	Effector delivery system
VF1351	VFG051863(gb|WP_012272405.1)	Effector delivery system
VF1351	VFG051864(gb|WP_010953990.1)	Effector delivery system
VF1351	VFG051865(gb|WP_012314362.1)	Effector delivery system
VF1351	VFG051866(gb|WP_002551418.1)	Effector delivery system
VF1351	VFG051867(gb|WP_003318805.1)	Effector delivery system
VF1351	VFG051868(gb|WP_003248343.1)	Effector delivery system
VF1351	VFG051870(gb|WP_010953991.1)	Effector delivery system
VF1351	VFG051874(gb|WP_004576638.1)	Effector delivery system
VF1351	VFG051875(gb|WP_012272403.1)	Effector delivery system
VF1351	VFG051877(gb|WP_012314364.1)	Effector delivery system
VF1351	VFG051878(gb|WP_011167351.1)	Effector delivery system
VF1351	VFG051879(gb|WP_011269331.1)	Effector delivery system
VF1351	VFG051902(gb|WP_003420335.1)	Effector delivery system
VF1351	VFG051903(gb|WP_003318239.1)	Effector delivery system
VF1351	VFG051904(gb|WP_003248356.1)	Effector delivery system
VF1351	VFG051905(gb|WP_012272398.1)	Effector delivery system
VF1351	VFG051907(gb|WP_012314369.1)	Effector delivery system
VF1351	VFG051908(gb|WP_003343625.1)	Effector delivery system
VF1351	VFG051910(gb|WP_003248358.1)	Effector delivery system
VF1351	VFG051911(gb|WP_012272397.1)	Effector delivery system
VF1351	VFG051912(gb|WP_049586301.1)	Effector delivery system
VF1351	VFG051913(gb|WP_012314370.1)	Effector delivery system
VF1351	VFG051914(gb|WP_002551425.1)	Effector delivery system
VF1351	VFG051915(gb|WP_003318241.1)	Effector delivery system
VF1351	VFG051916(gb|WP_012052408.1)	Effector delivery system
VF1351	VFG051918(gb|WP_010953999.1)	Effector delivery system
VF1351	VFG051919(gb|WP_012314377.1)	Effector delivery system
VF1351	VFG051920(gb|WP_011168434.1)	Effector delivery system
VF1351	VFG051921(gb|WP_011269350.1)	Effector delivery system
VF1353	VFG015407(gb|WP_010953547)	Effector delivery system
VF1353	VFG015408(gb|WP_012052041)	Effector delivery system
VF1353	VFG015422(gb|WP_012052031)	Effector delivery system
VF1353	VFG015786(gb|WP_012272842)	Effector delivery system
VF1353	VFG015788(gb|WP_012272852)	Effector delivery system
VF1353	VFG051933(gb|WP_012052028.1)	Effector delivery system
VF1353	VFG051934(gb|WP_012272855.1)	Effector delivery system
VF1353	VFG051935(gb|WP_010953534.1)	Effector delivery system
VF1353	VFG051936(gb|WP_012052029.1)	Effector delivery system
VF1353	VFG051937(gb|WP_012272854.1)	Effector delivery system
VF1353	VFG051938(gb|WP_010953535.1)	Effector delivery system
VF1353	VFG051939(gb|WP_012052030.1)	Effector delivery system
VF1353	VFG051940(gb|WP_012272853.1)	Effector delivery system
VF1353	VFG051941(gb|WP_010953536.1)	Effector delivery system
VF1353	VFG051944(gb|WP_010953537.1)	Effector delivery system
VF1353	VFG051945(gb|WP_012052032.1)	Effector delivery system
VF1353	VFG051946(gb|WP_012272851.1)	Effector delivery system
VF1353	VFG051947(gb|WP_010953538.1)	Effector delivery system
VF1353	VFG051948(gb|WP_012052033.1)	Effector delivery system
VF1353	VFG051949(gb|WP_012272850.1)	Effector delivery system
VF1353	VFG051950(gb|WP_010953539.1)	Effector delivery system
VF1353	VFG051951(gb|WP_012052034.1)	Effector delivery system
VF1353	VFG051952(gb|WP_012272849.1)	Effector delivery system
VF1353	VFG051953(gb|WP_010953540.1)	Effector delivery system
VF1353	VFG051954(gb|WP_012052035.1)	Effector delivery system
VF1353	VFG051955(gb|WP_012272848.1)	Effector delivery system
VF1353	VFG051956(gb|WP_010953541.1)	Effector delivery system
VF1353	VFG051957(gb|WP_012052036.1)	Effector delivery system
VF1353	VFG051958(gb|WP_012272847.1)	Effector delivery system
VF1353	VFG051959(gb|WP_010953542.1)	Effector delivery system
VF1353	VFG051960(gb|WP_012052037.1)	Effector delivery system
VF1353	VFG051961(gb|WP_012272846.1)	Effector delivery system
VF1353	VFG051962(gb|WP_010953543.1)	Effector delivery system
VF1353	VFG051963(gb|WP_012052038.1)	Effector delivery system
VF1353	VFG051964(gb|WP_012272845.1)	Effector delivery system
VF1353	VFG051965(gb|WP_010953544.1)	Effector delivery system
VF1353	VFG051966(gb|WP_012052039.1)	Effector delivery system
VF1353	VFG051967(gb|WP_080516258.1)	Effector delivery system
VF1353	VFG051968(gb|WP_172835029.1)	Effector delivery system
VF1353	VFG051969(gb|WP_012052040.1)	Effector delivery system
VF1353	VFG051970(gb|WP_012272843.1)	Effector delivery system
VF1353	VFG051971(gb|WP_010953546.1)	Effector delivery system
VF1352	VFG015421(gb|WP_003251351)	Effector delivery system
VF1352	VFG015428(gb|WP_010954870)	Effector delivery system
VF1352	VFG051922(gb|WP_010954863.1)	Effector delivery system
VF1352	VFG051923(gb|WP_010954864.1)	Effector delivery system
VF1352	VFG051924(gb|WP_010954865.1)	Effector delivery system
VF1352	VFG051925(gb|WP_010954866.1)	Effector delivery system
VF1352	VFG051926(gb|WP_010954867.1)	Effector delivery system
VF1352	VFG051927(gb|WP_010954868.1)	Effector delivery system
VF1352	VFG051928(gb|WP_010954869.1)	Effector delivery system
VF1352	VFG051931(gb|WP_051122586.1)	Effector delivery system
VF1352	VFG051932(gb|WP_010954872.1)	Effector delivery system
VF0912	VFG015846(gb|NP_252864)	Exoenzyme
VF0912	VFG015847(gb|WP_012074275)	Exoenzyme
VF0912	VFG015848(gb|WP_003110541)	Exoenzyme
VF0912	VFG020043(gb|WP_003101348)	Exoenzyme
VF0913	VFG015852(gb|NP_252009)	Exotoxin
VF0913	VFG015853(gb|WP_012074913)	Exotoxin
VF0913	VFG015854(gb|WP_003138281)	Exotoxin
VF0913	VFG015855(gb|WP_011061413)	Exotoxin
VF0913	VFG020045(gb|WP_012613840)	Exotoxin
VF0914	VFG015856(gb|NP_248716)	Exotoxin
VF0914	VFG015857(gb|WP_011979056)	Exotoxin
VF0914	VFG015858(gb|WP_003097316)	Exotoxin
VF0914	VFG020046(gb|WP_012613422)	Exotoxin
VF0915	VFG015859(gb|NP_252177)	Effector delivery system
VF0915	VFG015860(gb|WP_003138138)	Effector delivery system
VF0915	VFG051486(gb|WP_003140107.1)	Effector delivery system
VF0915	VFG051487(gb|NP_248953.1)	Effector delivery system
VF0915	VFG051593(gb|WP_012613476.1)	Effector delivery system
VF0915	VFG051594(gb|WP_012074520.1)	Effector delivery system
VF0915	VFG051596(gb|WP_003137141.1)	Effector delivery system
VF0915	VFG051598(gb|WP_011535065.1)	Effector delivery system
VF0915	VFG051599(gb|WP_011333485.1)	Effector delivery system
VF0915	VFG051600(gb|WP_012722966.1)	Effector delivery system
VF0916	VFG015863(gb|WP_005894383)	Exotoxin
VF0916	VFG015864(gb|WP_005894385)	Exotoxin
VF0916	VFG015865(gb|WP_011105118)	Exotoxin
VF0916	VFG015866(gb|WP_011105119)	Exotoxin
VF0916	VFG015867(gb|WP_011105120)	Exotoxin
VF0916	VFG015868(gb|WP_007252518)	Exotoxin
VF0916	VFG015869(gb|WP_057443300)	Exotoxin
VF0916	VFG015870(gb|WP_011105122)	Exotoxin
VF0916	VFG015871(gb|WP_011105123)	Exotoxin
VF0916	VFG015872(gb|WP_005894403)	Exotoxin
VF0916	VFG015873(gb|WP_011105129)	Exotoxin
VF0916	VFG015874(gb|NP_794450)	Exotoxin
VF0916	VFG015875(gb|WP_005888851)	Exotoxin
VF0916	VFG015876(gb|WP_005888850)	Exotoxin
VF0916	VFG015877(gb|WP_011105130)	Exotoxin
VF0916	VFG015878(gb|WP_005888848)	Exotoxin
VF0916	VFG015879(gb|WP_005888847)	Exotoxin
VF0916	VFG015880(gb|WP_161797766)	Exotoxin
VF0916	VFG015881(gb|WP_005888845)	Exotoxin
VF0916	VFG015882(gb|WP_005888844)	Exotoxin
VF0917	VFG015883(gb|WP_003381686)	Exotoxin
VF0917	VFG015884(gb|WP_003381687)	Exotoxin
VF0917	VFG015885(gb|WP_003381688)	Exotoxin
VF0917	VFG015886(gb|WP_011169503)	Exotoxin
VF0917	VFG015887(gb|WP_003381690)	Exotoxin
VF0917	VFG015888(gb|WP_003381691)	Exotoxin
VF0917	VFG015889(gb|WP_003381692)	Exotoxin
VF0917	VFG015890(gb|WP_193383826)	Exotoxin
VF0917	VFG015891(gb|WP_003381696)	Exotoxin
VF0917	VFG015892(gb|WP_003381698)	Exotoxin
